ACCURL,ACCTEXT,ACCTEXTW,ACCTYPE
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,Accredited by the Institute of Measurement and Control (InstMC) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as an Incorporated Engineer and partially meeting the academic requirement for registration as a Chartered Engineer.,Achrededig gan Sefydliad Mesur a Rheoli (InstMC) ar ran y Cyngor Peirianneg at bwrpasau cwrdd yn llawn â'r gofyniad academaidd ar gyfer cofrestru fel Peiriannydd Corfforedig a chwrdd yn rhannol â'r gofyniad academaidd ar gyfer cofrestru fel Peiriannydd Siartredig.,08702
http://www.imarest.org/Membership/Accreditation.aspx,"Accredited by the Institute of Marine Engineering, Science and Technology (IMarEST) for the purposes of fully meeting the academic requirement for registration as a Chartered Marine Technologist.","Achrededig gan Sefydliad Peirianneg, Gwyddoniaeth a Thechnoleg Forol (IMarEST) at bwrpas cofrestru'n rhannol fel Technolegydd Morol Siartredig.",08401
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,"Accredited by the Institute of Marine Engineering, Science and Technology (IMarEST) on behalf of the Science Council and IMarEST for the purposes of fully meeting the academic requirement for registration as a Chartered Scientist and Chartered Marine Scientist.","Achrededig gan Sefydliad Peirianneg, Gwyddoniaeth a Thechnoleg Forol (IMarEST) ar ran y Cyngor Peirianneg at bwrpasau cwrdd yn llawn â'r gofyniad academaidd ar gyfer cofrestru fel Peiriannydd Corfforedig.",08404
http://www.imarest.org/Membership/Accreditation.aspx,"Accredited by the Institute of Marine Engineering, Science and Technology (IMarEST) for the purpose of partially meeting the educational requirement for Registered Marine Scientist and Registered Marine Technologist.","Hachredu gan y Sefydliad Peirianneg Forol, Gwyddoniaeth a Thechnoleg (IMarEST) at ddibenion rhannol bodloni'r gofyniad addysgol ar gyfer Morol Gwyddonydd Cofrestredig a Morol Technolegydd Cofrestredig.",08409
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,"Accredited by the Institute of Materials, Minerals and Mining (IOM3) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as an Incorporated Engineer.","Achrededig gan y Sefydliad Deunyddiau, Mwynau a Mwyngloddio (IOM3) ar ran y Cyngor Peirianneg at bwrpasau cwrdd yn llawn â'r gofyniad academaidd ar gyfer cofrestru fel Peiriannydd Corfforedig.",08503
http://www.estyn.gov.uk/,Accredited by Estyn.,Achrededig gan Estyn,05301
http://ehtpa.eu/standards/accreditation/index.html,Accredited by the European Herbal and Traditional Practitioners Association (EHTPA) for the purpose of fully meeting educational requirements for Professional Association membership.,Achrededig gan Gymdeithas Ewropeaidd Ymarferwyr Llysieuol a Thraddodiadol (EHTPA) at bwrpas cwrdd yn llawn â gofynion addysgol ar gyfer aelodaeth Gyswllt  Broffesiynol.,14501
http://www.gmc-uk.org/education/undergraduate/awarding_bodies.asp,"Accredited by the General Medical Council (GMC), this primary medical qualification entitles the holder to apply to the GMC for registration to practise medicine in the UK.","Wedi'i achredu gan y Cyngor Meddygol Cyffredinol (GMC), mae'r cymhwyster meddygol sylfaenol hwn yn rhoi'r hawl i'r deiliad wneud cais i'r GMC gofrestru i arfer meddygaeth yn y DU.",05901
http://www.geolsoc.org.uk/accreditation,Accredited by the Geological Society for the purpose of partially meeting the experience requirement for Chartered Geologist.,Achrededig gan Gymdeithas Ddaearegol Achrededig at bwrpas cwrdd yn rhannol â'r gofyniad profiad ar gyfer Daearegwyr Siartredig.,06801
http://www.hcpc-uk.org/education/programmes/,Approved by the Health and Care Professions Council (HCPC) for the purpose of providing eligibility to apply for registration with the HCPC as an operating department practitioner.,Cymeradwywyd gan y Cyngor Proffesiynau Iechyd a Gofal (HCPC) ar gyfer y diben o ddarparu cymhwyster i wneud cais i gofrestru gyda'r HCPC fel ymarferydd adran lawfeddygol.,06907
http://www.hcpc-uk.org/education/programmes/,Approved by the Health and Care Professions Council (HCPC) for the purpose of providing eligibility to apply for registration with the HCPC as a physiotherapist.,Cymeradwywyd gan y Cyngor Proffesiynau Iechyd a Gofal (HCPC) ar gyfer y diben o ddarparu cymhwyster i wneud cais i gofrestru gyda'r HCPC fel ffisiotherapydd.,06910
http://www.hcpc-uk.org/education/programmes/,Approved by the Health and Care Professions Council (HCPC) for the purpose of providing eligibility to apply for registration with the HCPC as a prosthetist/orthotist.,Cymeradwywyd gan y Cyngor Proffesiynau Iechyd a Gofal (HCPC) ar gyfer y diben o ddarparu cymhwyster i wneud cais i gofrestru gyda'r HCPC fel prosthetydd/orthoptydd.,06912
http://www.ifa.org.uk/students/new-students/routes-to-qualification/,Recognised by the Institute of Financial Accountants (IFA) for the purpose of eligibility to register as a Professional Financial Accountant.,Cydnabuwyd gan Sefydliad Cyfrifwyr Ariannol (IFA) at bwrpas cymhwysedd i gofrestru fel Cyfrifydd Ariannol Proffesiynol.,14801
http://www.arb.org.uk/student,Prescribed by the Architects Registration Board (ARB) for the purpose of registration in the UK.,"Ragnodir gan y Bwrdd Cofrestru Penseiri (ARB) at y diben o gofrestru yn y UK.
",00101
http://www.archives.org.uk/training/registration-scheme.html,Accredited by the Archives and Records Association (ARA) for the purpose of eligibility for registration with that body.,Hachredu gan y Gymdeithas Archifau a Cofnodion (ARA) at ddibenion cymhwyster ar gyfer cofrestru gyda'r corff hwnnw.,00201
http://www.associationfornutrition.org/Default.aspx?tabid=247,Certified by the Association for Nutrition (AfN) as meeting AfN Standards for Course Certification for the purpose of enhancing the competence of those who give nutrition information to the public.,Ardystiedig gan y Gymdeithas Faeth (AfN) fel un sy'n bodloni'r Safonau AFN ar gyfer Ardystio Cwrs er mwyn gwella cymhwysedd y rhai sy'n rhoi gwybodaeth am faeth i'r cyhoedd.,00302
https://www.barstandardsboard.org.uk/qualifying-as-a-barrister/current-requirements/academic-stage/,Accredited by the Bar Standards Board for the purpose of a Qualifying Law Degree.,Achrededig gan Fwrdd Safonau'r Bar at bwrpas Gradd Gymwys yn y Gyfraith.,16401
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,"Accredited by BCS, the Chartered Institute for IT on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as a Chartered Engineer.","Achredir gan BCS, Sefydliad Siartredig TG ar ran y Cyngor Peirianneg at ddibenion llawn cwrdd â'r gofynion academaidd ar gyfer cofrestru fel Peiriannydd Siartredig.",01104
http://www.bases.org.uk/Undergraduate-Endorsement-Scheme-BUES,Recognised by the British Association of Sport and Exercise Sciences (BASES) for the purposes of endorsement by the BASES Undergraduate Endorsement Scheme (BUES).,Cydnabuwyd gan Gymdeithas Gwyddorau Chwaraeon ac Ymarfer Corff Prydain (BASES) at bwrpas arnodiad gan Gynllun Arnodi Israddedig BASES (BUES).,01801
http://www.bkstsaccreditation.com/accreditation%20information.html,Accredited by the British Kinematograph Sound and Television Society (BKSTS).,Achrededig gan Gymdeithas Sinematograff a Theledu Prydain (BKSTS),16601
http://www.cfainstitute.org/ethics/recognition/benchmark/Pages/index.aspx,Recognised by the Chartered Financial Analyst Institute (CFA).,Achrededig gan Sefydliad Dadansoddwyr Ariannol Siartredig (CFA),02401
http://www.ciarb.org/education-and-training/008-exemptions/,Recognised by the Chartered Institute of Arbitrators (CIArb) for the purpose of exemption from some professional exams.,Cydnabuwyd gan Sefydliad Siartredig Cyflafareddwyr (CIArb) at bwrpas eithrio rhag rhai arholiadau proffesiynol.,02601
http://www.cieh.org/professional_development/EH_degree.html,Accredited by the Chartered Institute of Environmental Health (CIEH) for the purpose of partially meeting the requirements for registration as an Environmental Health Practitioner with the Environmental Health Registration Board (EHRB).,Achrededig gan Sefydliad Siartredig Iechyd yr Amgylchedd (CIEH) at bwrpas cwrdd yn rhannol â'r gofynion ar gyfer cofrestru fel Ymarferydd Iechyd yr Amgylchedd gyda Bwrdd Cofrestru Iechyd yr Amgylchedd.,02901
http://www.cilip.org.uk/cilip/jobs-careers/starting-library-and-information-career/how-become-librarian-or-information,Accredited by the Chartered Institute of Library and Information Professionals (CILIP) to assure students that programmes provide an excellent preparation for professional practice.,Achrededig gan Sefydliad Siartredig Gweithwyr Proffesiynol Llyfrgell a Gwybodaeth (CILIP) i sicrhau myfyrwyr bod rhaglenni'n darparu paratoad rhagorol ar gyfer ymarfer proffesiynol.,03201
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,Accredited by the Institution of Agricultural Engineers (IAgrE) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as an Incorporated Engineer and partially meeting the academic requirement for registration as a Chartered Engineer.,Achrededig gan Sefydliad Peirianwyr Amaethyddol (IAgrE)ar ran y Cyngor Peirianneg at bwrpasau cwrdd yn llawn â'r gofyniad academaidd ar gyfer cofrestru fel Peiriannydd Corfforedig a chwrdd yn rhannol â'r gofyniad academaidd ar gyfer cofrestru fel Peiriannydd Siartredig.,09102
http://www.sssc.uk.com/workforce-development#qualification-information-for-providers,Accredited by the Scottish Social Services Council (SSSC) for the purpose of fully meeting the educational requirements for registration with this body.,Achrededig gan Gyngor Gwasanaethau Cymdeithasol yr Alban (SSSC) at bwrpas cwrdd yn llawn â'r gofynion addysgol ar gyfer cofrestru gyda'r corff hwn.,13001
http://www.sfpe.org/GetInvolved/Membership/ListingofProfessionalMembers.aspx,Accredited by the Society of Fire Protection Engineers (SFPE) for the purpose of partially fulfilling the requirements for Professional Membership.,Hachredu gan y Gymdeithas y Peirianwyr Diogelu Tân (SFPE) at ddibenion cyflawni rhannol y gofynion ar gyfer Aelodaeth Proffesiynol.,16002
http://www.cosca.org.uk/new_documents.php?headingno=40&heading=Validation%20-%20General,Validated by COSCA (Counselling and Psychotherapy in Scotland).,COSCA (Cwnsel a Seicotherapi yn yr Alban),16801
http://www.cdet.org.uk/vocational-training/accredited-professional-schools-and-colleges,Accredited by the Council for Dance Education and Training (CDET).,Achrededig gan Gyngor Addysg Dawns a Hyfforddiant (CDET),16901
http://www.dramauk.co.uk/quality-assurance,Accredited by Drama UK.,Achrededig gan Ddrama DU.,10701
http://www.cips.org/Qualifications/About-CIPS-Qualifications/exemptions/,Accredited by the Chartered Institute of Purchasing and Supply (CIPS) for the purpose of exemptions from some professional examinations.,Achrededig gan Sefydliad Siartredig Prynu a Chyflenwi (CIPS) at bwrpas eithrio rhag rhai arholiadau proffesiynol.,03901
http://www.cii.co.uk/about/accreditation-services/accreditation-schemes-for-individuals/recognition-of-prior-learning/,Accredited by the Chartered Insurance Institute (CII) for the purpose of some exemptions from professional examinations.,Wedi'i achredu gan y Sefydliad Yswiriant Siartredig (CII) at ddibenion rhai eithriadau rhag arholiadau proffesiynol.,04301
https://www.csd.org.uk/education/course-endorsement-programme/accreditation/,Recognised by the Chartered Society of Designers (CSD) the professional body for design with free student membership.,Cydnabuwyd gan Gymdeithas Siartredig Dylunio (CSD) y corff proffesiynol ar gyfer dylunio gydag aelodaeth myfyrwyr am ddim.,04502
http://www.college-optometrists.org/en/qualifying-as-an-optometrist/at-university-/university_contacts.cfm,Accredited by the College of Optometrists (Copt) for the purpose of eligibility for registration as an Optometrist.,Achrededig gan y Goleg Optometryddion (Copt) at bwrpas cymhwysedd ar gyfer cofrestru fel Optometrydd.,15501
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,Accredited by the Royal Aeronautical Society (RAeS) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as a Chartered Engineer.,Hachredu gan y Gymdeithas Awyrennol Frenhinol (RAeS) ar ran y Cyngor Peirianneg at ddibenion llawn cwrdd â'r gofynion academaidd ar gyfer cofrestru fel Peiriannydd Siartredig.,11601
http://students.charteredaccountants.ie/Student-Information/Courses/Exemptions/,Accredited by Chartered Accountants Ireland for the purpose of exemption from some professional exams.,Achrededig gan Gyfrifwyr Siartredig Iwerddon at bwrpas eithrio rhag rhai arholiadau proffesiynol.,02301
http://www.cimspa.co.uk/en/training-and-prof-devel/educ-partne14/partner-he/index.cfm,Endorsed by the Chartered Institute for the Management of Sport and Physical Activity (CIMSPA).,Gymeradwyo gan y Sefydliad Siartredig ar gyfer Rheoli Chwaraeon a Gweithgaredd Corfforol (CIMSPA).,16701
http://www.ciob.org/accredited-courses,"Accredited by the Chartered Institute of Building (CIOB), having been judged to meet the CIOB Education Framework. Prospective members holding these qualifications have full academic exemption and may enter CIOB membership without the requirement for an Individual Assessment.","Hachredu gan y Sefydliad Siartredig Adeiladu (CIOB), ar ôl cael ei farnu i gwrdd â'r Fframwaith Addysg CIOB. Darpar aelodau sy'n dal cymwysterau hyn yn cael eithriad academaidd lawn ac fe allent fynd aelodaeth CIOB heb yr angen am Asesiad Unigol.",02801
http://www.cieem.net/accreditation,Accredited by the Chartered Institute of Ecology and Environmental Management (CIEEM).,Wedi'i achredu gan Sefydliad Siartredig Ecoleg a Rheolaeth Amgylcheddol (CIEEM).,18501
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,Accredited by the Chartered Institution of Highways and Transportation (CIHT) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as an Incorporated Engineer and partially meeting the academic requirement for registration as a Chartered Engineer.,Achrededig gan Sefydliad Siartredig Priffyrdd a Thrafnidiaeth (CIHT) ar ran y Cyngor Peirianneg at bwrpasau cwrdd yn llawn â'r gofyniad academaidd ar gyfer cofrestru fel Peiriannydd Corfforedig a chwrdd yn rhannol â'r gofyniad academaidd ar gyfer cofrestru fel Peiriannydd Siartredig.,03002
http://www.cih.org/Qualifications,Accredited by the Chartered Institute of Housing (CIH) for the purpose of eligibility to apply for Chartered Membership with that body.,Achrededig gan Sefydliad Siartredig Tai (CIH) at bwrpas cymhwysedd i wneud cais am Aelodaeth Siartredig gyda'r corff hwnnw.,03101
https://www.ciltuk.org.uk/TrainingCPD/UniversityAccreditedDegrees.aspx,CILT accreditation offers the students an introduction to a professional body. Students studying on an accredited course will receive an exemption from the academic requirements for membership at either Chartered Member or membership level of the CILT. It may also reduce the length of experience that they would also require.,Achrediad CILT yn cynnig cyflwyniad i gorff proffesiynol y myfyrwyr. Bydd myfyrwyr sy'n astudio ar gwrs achrededig yn derbyn ei eithrio rhag y gofynion academaidd ar gyfer aelodaeth ar naill ai Aelod Siartredig neu lefel aelodaeth o'r CILT. Gall hefyd leihau hyd y profiad y byddai hefyd yn gofyn iddynt.,03301
http://www.cimaglobal.com/Study-with-us/Exemptions/,Accredited by the Chartered Institute of Management Accountants (CIMA) for the purpose of exemption from some professional examinations through the Accredited degree accelerated route.,Achrededig gan Sefydliad Siartredig Cyfrifwyr Rheolaeth (CIMA) at bwrpas eithrio rhag rhai arholiadau proffesiynol drwy lwybr carlam gradd Achrededig.,03401
http://www.cimaglobal.com/Study-with-us/Exemptions/,Accredited by the Chartered Institute of Management Accountants (CIMA) for the purpose of exemption from all professional examinations through the Accredited degree accelerated route.,Achrededig gan Sefydliad Siartredig Cyfrifwyr Rheolaeth (CIMA) at bwrpas eithrio rhag pob arholiad proffesiynol drwy lwybr carlam gradd achrededig.,03402
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,Accredited by the Chartered Institution of Highways and Transportation (CIHT) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as a Chartered Engineer.,Hachredu gan y Sefydliad Siartredig Priffyrdd a Chludiant (CIHT) ar ran y Cyngor Peirianneg at ddibenion llawn cwrdd â'r gofynion academaidd ar gyfer cofrestru fel Peiriannydd Siartredig.,03001
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,Accredited by the Chartered Institution of Highways and Transportation (CIHT) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as an Incorporated Engineer.,Achrededig gan Sefydliad Siartredig Priffyrdd a Thrafnidiaeth (CIHT) ar ran y Cyngor Peirianneg at bwrpasau cwrdd yn llawn â'r gofyniad academaidd ar gyfer cofrestru fel Peiriannydd Corfforedig.,03003
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,Accredited by the Institute of Physics and Engineering in Medicine (IPEM) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as an Incorporated Engineer and partially meeting the academic requirement for registration as a Chartered Engineer.,Achrededig gan Sefydliad Ffiseg a Pheirianneg mewn Meddygaeth (IPEM) ar ran y Cyngor Peirianneg at bwrpasau cwrdd yn llawn â'r gofyniad academaidd ar gyfer cofrestru fel Peiriannydd Corfforedig a chwrdd yn rhannol â'r gofyniad academaidd ar gyfer cofrestru fel Peiriannydd Siartredig.,08802
http://www.theirm.org/courses/COaccreditation.html,Accredited by the Institute of Risk Management (IRM) for the purpose of exemptions from the International Diploma in Risk Management.,Achrededig gan Y Sefydliad Rheoli Risg (IRM) at bwrpas eithriadau rhag y Dystysgrif Ryngwladol mewn Rheoli Risg.,17601
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,Accredited by the Institution of Chemical Engineers (IChemE) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as a Chartered Engineer.,Hachredu gan Sefydliad y Peirianwyr Cemegol (IChemE) ar ran y Cyngor Peirianneg at ddibenion llawn cwrdd â'r gofynion academaidd ar gyfer cofrestru fel Peiriannydd Siartredig.,09202
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,Accredited by the Institution of Engineering Designers (IED) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as a Chartered Engineer.,Hachredu gan y Sefydliad y Dylunwyr Peirianneg (IED) ar ran y Cyngor Peirianneg at ddibenion llawn cwrdd â'r gofynion academaidd ar gyfer cofrestru fel Peiriannydd Siartredig.,09501
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,Accredited by the Institution of Engineering Designers (IED) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as an Incorporated Engineer.,Achrededig gan Sefydliad Dylunwyr Peirianneg (IED) ar ran y Cyngor Peirianneg at bwrpasau cwrdd yn llawn â'r gofyniad academaidd ar gyfer cofrestru fel Peiriannydd Corfforedig.,09503
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,Accredited by the Institution of Fire Engineers (IFE) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as an Incorporated Engineer and partially meeting the academic requirement for registration as a Chartered Engineer.,Achrededig gan Sefydliad Peirianwyr Tân (IFE) ar ran y Cyngor Peirianneg at bwrpasau cwrdd yn llawn â'r gofyniad academaidd ar gyfer cofrestru fel Peiriannydd Corfforedig a chwrdd yn rhannol â'r gofyniad academaidd ar gyfer cofrestru fel Peiriannydd Siartredig.,09703
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,Accredited by the Institution of Mechanical Engineers (IMechE) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as an Incorporated Engineer and partially meeting the academic requirement for registration as a Chartered Engineer.,Achrededig gan Sefydliad Peirianwyr Mecanyddol (IMechE) ar ran y Cyngor Peirianneg at bwrpasau cwrdd yn llawn â'r gofyniad academaidd ar gyfer cofrestru fel Peiriannydd Corfforedig a chwrdd yn rhannol â'r gofyniad academaidd ar gyfer cofrestru fel Peiriannydd Siartredig.,09902
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,Accredited by the Institution of Structural Engineers (IStructE) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as an Incorporated Engineer.,Achrededig gan Sefydliad Peirianwyr Strwythurol (IStructE) ar ran y Cyngor Peirianneg at bwrpasau cwrdd yn llawn â'r gofyniad academaidd ar gyfer cofrestru fel Peiriannydd Corfforedig.,10003
http://www.mntb.org.uk/en-GB/Nautical-Colleges--Universities,Accredited by the Merchant Navy Training Board (MNTB).,Achrededig gan Fwrdd Hyfforddi'r Llynges Fasnachol (MNTB).,15101
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,Accredited by Institution of Civil Engineers (ICE) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as an Incorporated Engineer and partially meeting the academic requirement for registration as a Chartered Engineer.,Achrededig gan Sefydliad Peirianwyr Sifil (ICE) ar ran y Cyngor Peirianneg at bwrpasau cwrdd yn llawn â'r gofyniad academaidd ar gyfer cofrestru fel Peiriannydd Corfforedig a chwrdd yn rhannol â'r gofyniad academaidd ar gyfer cofrestru fel Peiriannydd Siartredig.,09302
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,Accredited by the Institution of Gas Engineers and Managers (IGEM) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as an Incorporated Engineer and partially meeting the academic requirement for registration as a Chartered Engineer.,Achrededig gan Sefydliad Peirianwyr a Rheolwyr Nwy (IGEM) ar ran y Cyngor Peirianneg at bwrpasau cwrdd yn llawn â'r gofyniad academaidd ar gyfer cofrestru fel Peiriannydd Corfforedig a chwrdd yn rhannol â'r gofyniad academaidd ar gyfer cofrestru fel Peiriannydd Siartredig.,09802
http://www.lawscot.org.uk/education-and-careers/education-and-training-policy/,"Recognised by the Law Society of Scotland as a Foundation programme, being one part of the route to qualification as a solicitor in Scotland.","Cydnabuwyd gan Gymdeithas y Gyfraith yr Alban fel Rhaglen sylfaen, gan fod yn un llwybr i gymhwyster fel cyfreithiwr yn yr Alban",10501
http://www.nrcpd.org.uk/becoming-a-regulated-trainee,Accredited by the National Registers of Communication Professionals working with Deaf and Deafblind People (NRCPD) for the purpose of partially fulfilling the educational requirements to become a Trainee Sign Language Interpreter.,Achrededig gan Gofrestr Genedlaethol Gweithwyr Proffesiynol yn gweithio gyda Phobl Fyddar a Phobl Fyddar a Dall (NRCPD) at bwrpas cwrdd yn rhannol â'r gofynion addysgol i ddod yn Gyfieithydd ar y Pryd Iaith Arwyddion Dan Hyfforddiant.,17802
http://www.hcpc-uk.org/education/programmes/,Approved by the Health and Care Professions Council (HCPC) for the purpose of providing eligibility to apply for registration with the HCPC as a speech and language therapist.,Cymeradwywyd gan y Cyngor Proffesiynau Iechyd a Gofal (HCPC) ar gyfer y diben o ddarparu cymhwyster i wneud cais i gofrestru gyda'r HCPC fel therapydd lleferydd ac iaith.,06915
http://www.imi.org.uk/document/Accredited-university-courses,Accredited by the Institute of Medical Illustrators (IMI) for the purpose of qualifying for full professional membership.,Achrededig gan Sefydliad Darlunwyr Meddygol (IMI) at bwrpas cymhwyso ar gyfer aelodaeth broffesiynol gyflawn.,17501
http://www.iosh.co.uk/en/Membership.aspx,Accredited by the Institution of Occupational Safety and Health as meeting the academic requirements for the purpose of eligibility to apply for Graduate membership leading to Chartered membership.,"Cydnabuwyd gan Sefydliad Diogelwch Galwedigaethol ac Iechyd, y (IOSH) at bwrpas cymhwysedd i wneud cais am aelodaeth raddedig.",15801
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,Accredited by the Institute of Physics and Engineering in Medicine (IPEM) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as a Chartered Engineer.,Hachredu gan y Sefydliad Ffiseg a Pheirianneg mewn Meddygaeth (IPEM) ar ran y Cyngor Peirianneg at ddibenion llawn cwrdd â'r gofynion academaidd ar gyfer cofrestru fel Peiriannydd Siartredig.,08801
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,Accredited by the Institute of Physics and Engineering in Medicine (IPEM) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as an Incorporated Engineer.,Achrededig gan Sefydliad Ffiseg a Pheirianneg mewn Meddygaeth (IPEM) ar ran y Cyngor Peirianneg at bwrpasau cwrdd yn llawn â'r gofyniad academaidd ar gyfer cofrestru fel Peiriannydd Corfforedig.,08803
http://www.iop.org/education/higher_education/accreditation/page_43310.html,Accredited by the Institute of Physics (IOP) for the purpose of fully meeting the educational requirement for Chartered Physicist.,Achrededig gan Sefydliad Ffiseg (IOP) Sefydliad Ffiseg (IOP) at bwrpas cwrdd yn llawn â'r gofyniad addysgol ar gyfer Ffisegydd Siartredig.,08901
http://www.iop.org/education/higher_education/recognition/page_43321.html,Recognised by the Institute of Physics (IOP) for the purpose of eligibility for Associate Membership.,Cydnabuwyd gan Sefydliad Ffiseg (IOP) at bwrpas cymhwysedd Aelodaeth Gyswllt.,08903
http://www.iti.org.uk/become-a-member/requirements,Accredited by the Institute of Translation and Interpreting (ITI).,Achrededig gan Y Sefydliad Cyfieithu a Chyfieithu ar y Pryd(ITI).,15901
http://www.itt.co.uk/careers/recognised_university.php,Recognised by the Institute of Travel and Tourism (ITT).,Cydnabuwyd gan Sefydliad Teithio a Thwristiaeth (ITT).,14901
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,Accredited by the Institution of Agricultural Engineers (IAgrE) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as an Incorporated Engineer.,Achrededig gan Sefydliad Peirianwyr Amaethyddol (IAgrE)ar ran y Cyngor Peirianneg at bwrpasau cwrdd yn llawn â'r gofyniad academaidd ar gyfer cofrestru fel Peiriannydd Corfforedig.,09103
http://www.icheme.org/membership/member.aspx,Accredited by the Institution of Chemical Engineers (IChemE) for the purpose of fully meeting the educational requirement for Chartered Chemical Engineer.,Achrededig gan Sefydliad Peirianwyr Cemegol (IChemE) at bwrpasau cwrdd yn llawn â'r gofyniad addysgol ar gyfer Peiriannydd Cemegol Siartredig.,09201
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,Accredited by the Institution of Chemical Engineers (IChemE) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as an Incorporated Engineer.,Achrededig gan Sefydliad Peirianwyr Cemegol (IChemE) ar ran y Cyngor Peirianneg at bwrpasau cwrdd yn llawn â'r gofyniad academaidd ar gyfer cofrestru fel Peiriannydd Corfforedig.,09204
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,Accredited by the Institution of Civil Engineers (ICE) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as a Chartered Engineer.,Hachredu gan Sefydliad y Peirianwyr Sifil (ICE) ar ran y Cyngor Peirianneg at ddibenion llawn cwrdd â'r gofynion academaidd ar gyfer cofrestru fel Peiriannydd Siartredig.,09301
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,Accredited by the Institution of Civil Engineers (ICE) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as an Incorporated Engineer.,Achrededig gan Sefydliad Peirianwyr Sifil (ICE) ar ran y Cyngor Peirianneg at bwrpasau cwrdd yn llawn â'r gofyniad academaidd ar gyfer cofrestru fel Peiriannydd Corfforedig.,09303
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,Accredited by the Institution of Engineering and Technology (IET) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as an Incorporated Engineer and partially meeting the academic requirement for registration as a Chartered Engineer.,Achrededig gan Sefydliad Peirianneg a Thechnoleg (IET) ar ran y Cyngor Peirianneg at bwrpasau cwrdd yn llawn â'r gofyniad academaidd ar gyfer cofrestru fel Peiriannydd Corfforedig a chwrdd yn rhannol â'r gofyniad academaidd ar gyfer cofrestru fel Peiriannydd Siartredig.,09402
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,Accredited by the Institution of Engineering and Technology (IET) on behalf of the Engineering Council for the purposes of fully meeting the academic requirements for registration as an Engineering Technician and partially meeting the academic requirement for registration as an Incorporated Engineer.,Achrededig ganSefydliad Peirianneg a Thechnoleg (IET) ar ran y Cyngor Peirianneg at bwrpasau cwrdd yn rhannol â'r gofyniad academaidd ar gyfer cofrestru fel Peiriannydd Corfforedig,09404
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,Accredited by the Institution of Engineering Designers (IED) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as an Incorporated Engineer and partially meeting the academic requirement for registration as a Chartered Engineer.,Achrededig gan Sefydliad Dylunwyr Peirianneg (IED) ar ran y Cyngor Peirianneg at bwrpasau cwrdd yn llawn â'r gofyniad academaidd ar gyfer cofrestru fel Peiriannydd Corfforedig a chwrdd yn rhannol â'r gofyniad academaidd ar gyfer cofrestru fel Peiriannydd Siartredig.,09502
